B_COUNTRY,Q4,Q200,Q199,Q240,Q217,Q238,Q125,Q252
840,2,2,2,6,2,2,2,6
840,1,2,2,7,2,3,2,7
840,3,2,2,7,1,2,1,3
840,2,1,3,7,1,2,2,7
840,2,1,2,8,1,4,1,4
840,2,2,2,3,2,4,0,7
840,3,1,2,5,1,4,1,1
840,3,2,3,8,2,3,1,1
840,3,2,3,5,2,2,1,5
840,2,1,1,8,1,2,-2,10
840,4,3,4,5,-2,4,0,5
840,3,2,2,5,2,4,1,7
840,3,1,-2,4,1,1,1,6
840,4,3,3,2,-2,4,1,10
840,3,1,3,5,2,2,1,1
840,3,2,2,6,2,2,2,5
840,2,2,2,10,2,2,1,7
840,3,3,3,5,2,2,1,1
840,1,1,2,5,1,2,1,3
840,3,2,3,5,-2,3,1,5
840,3,2,4,5,3,1,1,7
840,3,2,3,7,2,2,1,5
840,3,1,4,3,1,2,1,1
840,3,2,3,5,2,3,1,7
840,3,2,3,2,2,2,2,4
840,3,2,4,5,2,-2,1,4
840,3,3,3,5,2,1,2,2
840,4,3,4,7,-2,-2,1,7
840,4,1,3,5,1,1,2,2
840,1,1,1,1,1,1,1,1
840,4,2,3,5,2,2,1,5
840,3,3,3,5,2,3,1,6
840,2,1,2,2,1,2,2,1
840,3,3,3,5,3,2,2,1
840,3,2,3,2,2,2,1,5
840,2,3,2,5,1,2,1,4
840,4,3,3,7,3,2,-2,5
840,2,3,2,6,2,2,2,6
840,2,1,2,5,2,-2,1,1
840,3,1,2,3,1,2,2,4
840,2,1,1,9,1,2,2,6
840,3,2,3,5,3,2,1,5
840,3,3,4,6,-2,3,1,3
840,3,1,2,1,1,2,1,10
840,3,2,4,2,2,2,1,1
840,3,1,3,5,1,3,2,1
840,3,1,3,5,2,3,1,6
840,4,3,4,5,-2,1,0,5
840,3,1,2,4,1,2,1,1
840,3,1,1,6,2,2,1,5
840,2,1,2,10,2,2,0,5
840,3,1,3,5,-2,1,1,2
840,3,2,3,-2,-2,-2,1,-2
840,1,1,2,5,1,3,2,5
840,3,1,3,5,1,2,2,1
840,3,2,3,5,3,2,1,6
840,3,1,3,2,2,2,1,3
840,3,2,3,4,3,2,2,7
840,3,1,3,3,1,1,1,1
840,3,1,4,6,2,2,1,5
840,2,3,4,5,2,1,2,5
840,3,3,3,5,-2,2,1,5
840,2,1,3,5,2,3,0,5
840,3,1,3,6,2,3,1,4
840,3,2,3,6,2,3,1,3
840,2,1,3,1,1,2,2,1
840,3,1,3,5,1,2,1,5
840,4,1,4,3,-2,1,1,3
840,2,1,2,1,3,3,1,5
840,3,2,4,5,2,2,1,5
840,2,2,3,5,-2,3,0,5
840,4,2,3,3,-2,3,1,3
840,3,3,3,-2,3,2,0,3
840,3,1,3,5,-2,1,2,7
840,3,1,4,5,-2,3,1,5
840,4,2,4,5,2,3,1,3
840,3,2,3,4,3,3,1,7
840,2,1,2,5,1,2,1,5
840,4,1,3,5,3,3,2,5
840,4,3,4,5,3,3,1,5
840,2,2,2,5,-2,3,1,5
840,3,3,3,6,3,4,0,5
840,3,1,3,4,1,3,1,6
840,1,2,2,6,-2,2,1,1
840,1,1,2,3,1,2,2,5
840,3,3,4,5,-2,3,2,5
840,4,3,4,5,3,4,1,5
840,4,3,4,5,1,2,1,8
840,2,1,2,3,1,1,1,3
840,3,1,3,10,-2,2,0,1
840,3,2,3,4,2,2,1,6
840,2,1,2,1,2,2,1,1
840,4,1,4,9,-2,1,2,1
840,3,2,3,8,1,1,1,2
840,3,1,2,5,-2,3,1,5
840,3,1,4,5,1,2,2,2
840,4,2,4,5,1,4,1,5
840,4,1,4,-2,3,-2,1,-2
840,3,2,3,5,2,2,0,4
840,3,2,3,5,-2,2,1,5
840,3,3,3,6,2,3,1,6
840,3,3,4,1,-2,3,2,4
840,4,1,3,1,1,2,1,5
840,4,1,4,5,3,1,0,1
840,2,1,3,4,1,2,2,4
840,3,3,4,5,-2,3,1,5
840,1,2,3,6,1,2,1,1
840,3,2,3,9,2,4,0,1
840,2,2,3,6,1,3,1,5
840,2,2,2,5,2,2,1,5
840,2,3,4,5,2,4,1,1
840,3,2,2,7,2,3,2,5
840,2,2,4,10,2,-2,1,6
840,3,2,2,5,-2,3,1,5
840,3,3,4,5,-2,3,1,5
840,3,1,3,9,-2,4,0,1
840,3,3,4,5,3,3,1,5
840,3,3,4,5,3,3,0,5
840,3,1,3,5,-2,3,2,1
840,3,1,3,5,1,2,1,5
840,3,1,4,5,-2,2,1,5
840,3,2,3,5,2,1,1,5
840,3,2,3,3,-2,1,1,5
840,3,2,3,5,2,3,1,5
840,3,3,4,3,3,3,1,5
840,4,2,3,5,2,1,2,5
840,3,2,4,6,3,2,1,5
840,4,2,2,-2,2,4,2,-2
840,1,2,2,5,2,1,2,5
840,2,-2,2,10,2,2,2,6
840,3,2,2,6,-2,2,1,6
840,4,3,4,-2,3,1,2,-2
840,3,1,3,5,1,3,0,5
840,3,2,4,5,-2,3,1,5
840,3,-2,2,3,3,1,1,6
840,3,2,4,5,-2,2,2,4
840,1,1,1,1,1,1,1,3
840,3,2,3,5,2,2,2,2
840,2,1,1,1,1,1,0,1
840,3,3,2,6,3,2,1,6
840,2,1,2,1,3,1,1,1
840,3,2,4,5,1,2,1,4
840,3,1,2,5,1,2,2,5
840,2,1,2,3,1,2,0,1
840,3,2,4,8,2,2,2,5
840,4,3,4,2,-2,2,1,1
840,3,2,2,8,1,2,0,8
840,2,1,2,8,1,3,2,8
840,2,1,3,10,3,3,1,10
840,3,1,2,5,1,1,2,1
840,3,2,3,8,-2,2,1,4
840,3,2,3,6,3,3,1,3
840,3,3,4,6,2,2,1,6
840,2,1,2,5,1,2,0,6
840,3,3,4,5,-2,3,1,6
840,3,1,3,5,2,3,0,3
840,2,2,2,5,3,4,1,1
840,4,2,3,7,-2,2,1,6
840,3,2,3,5,1,3,1,6
840,1,1,1,4,1,3,2,1
840,3,1,3,8,1,3,1,3
840,2,2,2,6,2,2,1,7
840,3,3,3,3,3,2,1,4
840,3,1,2,4,1,2,1,6
840,2,1,2,5,2,2,0,4
840,3,1,3,3,1,2,1,1
840,2,1,2,9,1,2,1,1
840,3,1,3,4,3,2,1,2
840,2,2,3,7,1,1,1,6
840,2,1,2,1,1,2,2,4
840,3,2,2,5,2,2,0,8
840,1,2,2,1,1,2,1,3
840,4,3,2,6,-2,3,1,5
840,2,2,2,6,3,2,2,6
840,3,2,4,5,1,2,1,1
840,3,2,3,7,2,3,0,4
840,2,3,2,6,-2,1,1,6
840,3,2,2,8,2,2,1,5
840,4,1,4,6,3,4,-2,6
840,2,2,3,5,-2,2,1,5
840,4,2,4,4,-2,2,0,1
840,3,1,3,5,3,2,2,6
840,3,1,3,6,-2,3,1,-2
840,2,2,2,7,2,2,1,4
840,2,1,3,9,1,2,2,3
840,3,1,3,5,2,2,1,3
840,3,2,3,4,1,2,2,4
840,2,2,3,9,2,-2,0,4
840,3,3,4,8,-2,3,1,5
840,3,1,4,2,1,2,1,3
840,3,1,2,5,1,3,2,2
840,2,1,2,1,1,2,2,1
840,3,2,2,5,-2,2,1,5
840,3,1,4,8,3,3,1,5
840,3,1,3,3,-2,2,2,1
840,3,1,3,8,2,4,1,5
840,2,2,2,5,2,2,1,5
840,2,1,2,8,1,1,2,7
840,2,1,2,8,2,2,1,8
840,2,2,2,3,1,3,1,3
840,1,1,1,1,1,1,1,2
840,3,3,1,9,3,2,1,2
840,1,2,3,5,-2,2,1,1
840,3,1,3,3,1,2,0,4
840,2,1,3,5,2,3,0,5
840,2,1,2,5,1,2,1,3
840,3,2,4,5,3,4,1,5
840,4,2,4,6,3,2,2,6
840,3,2,4,6,2,3,1,4
840,3,1,3,5,2,2,2,5
840,3,2,3,6,3,2,2,7
840,2,2,2,6,1,2,1,5
840,3,2,2,5,1,2,1,3
840,3,1,3,6,-2,2,1,4
840,3,1,4,1,-2,2,2,5
840,2,1,2,5,1,2,2,2
840,3,2,3,5,1,2,2,1
840,1,1,2,4,1,2,1,3
840,2,1,1,10,1,4,0,6
840,3,2,3,1,2,2,1,8
840,2,1,2,7,1,1,2,3
840,3,2,3,6,2,3,1,4
840,2,2,2,6,2,2,-2,6
840,4,2,4,10,2,1,2,-2
840,2,1,3,5,-2,2,0,5
840,2,1,2,6,2,2,1,3
840,2,2,2,5,-2,1,1,4
840,2,1,2,8,1,2,2,3
840,3,1,3,6,-2,-2,1,7
840,3,2,4,5,3,4,1,4
840,3,2,4,5,3,3,1,3
840,2,1,2,5,1,3,1,1
840,3,1,2,5,1,2,1,4
840,3,1,3,10,1,1,2,7
840,2,1,1,4,1,2,1,2
840,3,1,1,10,1,3,2,8
840,4,2,3,5,2,3,1,1
840,3,1,3,4,1,2,2,3
840,1,1,1,6,1,2,1,10
840,2,1,1,6,1,1,0,1
840,3,1,3,4,2,2,0,4
840,1,1,3,1,1,2,2,1
840,4,3,3,3,1,1,0,3
840,4,1,4,5,2,2,1,3
840,3,1,2,2,2,1,1,1
840,3,1,2,4,1,3,2,4
840,2,2,3,5,2,1,1,2
840,2,1,1,8,1,1,2,6
840,2,2,2,10,3,2,1,8
840,1,1,1,8,1,2,0,2
840,3,3,3,8,3,2,1,8
840,3,1,1,4,1,2,1,3
840,2,2,3,5,1,2,1,1
840,1,1,1,1,1,1,2,2
840,4,2,3,5,-2,-2,2,5
840,3,3,3,5,2,2,1,5
840,2,1,2,2,1,1,1,3
840,1,1,2,7,3,2,2,7
840,3,1,3,5,2,2,1,1
840,2,1,2,8,1,2,2,1
840,3,1,2,7,1,2,1,8
840,3,2,3,3,3,1,1,3
840,3,1,4,5,1,1,2,2
840,2,1,3,3,2,2,2,1
840,2,1,3,8,2,1,2,6
840,3,2,2,5,3,1,1,3
840,3,1,2,5,2,2,1,2
840,3,2,3,6,2,2,0,6
840,4,1,4,4,-2,3,2,4
840,2,2,2,1,3,1,1,3
840,3,3,3,4,1,3,1,1
840,2,2,3,4,-2,2,1,6
840,3,1,2,6,1,1,0,3
840,3,3,3,10,3,2,1,5
840,3,3,3,5,3,2,1,5
840,4,1,3,5,2,1,1,5
840,3,1,3,10,1,1,2,7
840,1,2,2,7,-2,2,0,7
840,4,2,3,6,2,4,1,6
840,3,1,3,7,1,2,0,4
840,2,1,1,5,1,3,2,4
840,2,1,2,3,2,2,2,3
840,3,1,2,4,1,1,2,1
840,1,1,1,6,1,3,2,1
840,1,1,1,10,1,2,1,10
840,3,1,2,1,1,2,0,1
840,4,2,3,10,3,3,0,5
840,3,1,3,3,1,2,2,2
840,3,1,4,4,-2,2,1,3
840,2,1,2,3,2,2,1,5
840,3,1,3,5,-2,2,1,3
840,3,1,3,9,1,2,1,8
840,3,1,2,3,1,1,1,2
840,3,1,2,6,1,2,2,3
840,2,1,2,3,1,1,1,4
840,3,1,2,7,2,1,2,4
840,1,1,1,10,1,2,0,3
840,1,3,3,1,1,3,-2,3
840,2,1,1,1,1,1,2,1
840,3,3,2,8,-2,2,2,6
840,3,2,3,5,2,2,1,6
840,3,2,4,6,-2,2,1,-2
840,2,1,2,1,1,1,1,2
840,3,1,3,5,2,1,1,1
840,2,1,1,6,1,2,1,2
840,4,3,4,1,-2,2,1,10
840,1,1,2,5,3,1,2,5
840,3,1,3,7,1,2,2,10
840,2,2,2,4,1,3,1,2
840,3,1,2,5,1,2,2,2
840,3,1,3,5,1,3,0,8
840,1,1,1,4,3,1,2,7
840,2,2,3,3,2,2,2,1
840,1,1,1,4,1,3,2,1
840,2,1,1,1,1,2,2,1
840,2,1,2,3,1,1,2,6
840,3,3,4,6,3,2,2,1
840,4,2,4,5,2,2,1,4
840,2,1,2,2,1,2,2,5
840,3,1,4,5,2,1,0,5
840,1,1,4,10,1,4,1,1
840,3,1,4,3,3,2,1,4
840,3,1,3,1,1,1,1,3
840,2,1,2,1,1,2,1,1
840,2,1,1,2,1,2,2,2
840,3,2,4,6,-2,1,1,1
840,3,1,4,3,1,1,2,1
840,2,1,1,9,1,2,2,1
840,2,1,2,-2,3,4,1,1
840,1,1,1,1,1,1,2,1
840,3,2,3,6,3,-2,-2,5
840,3,1,3,3,1,2,2,2
840,1,1,1,1,1,2,1,1
840,4,1,4,5,1,2,1,1
840,3,2,3,5,1,3,1,3
840,2,1,2,1,2,1,1,1
840,2,1,2,2,-2,2,1,1
840,3,1,4,1,1,2,2,1
840,3,1,3,5,1,1,1,7
840,4,1,4,5,-2,1,0,8
840,1,1,1,5,1,1,2,1
840,2,1,2,1,1,1,1,1
840,1,1,1,9,1,2,0,5
840,2,2,2,5,2,3,2,8
840,1,1,1,5,1,3,1,5
840,2,1,2,3,1,1,2,1
840,1,1,1,5,1,1,1,4
840,3,1,2,1,1,2,2,1
840,1,1,1,5,2,2,1,4
840,1,1,1,5,1,2,1,3
840,1,1,1,1,1,1,2,1
840,4,1,4,5,-2,4,2,1
840,2,1,2,1,1,1,1,3
840,2,2,2,1,3,2,1,1
840,2,1,1,6,1,2,1,1
840,2,2,2,1,1,1,1,1
840,3,1,2,10,1,2,2,2
840,3,1,1,3,1,2,0,2
840,2,1,2,6,-2,3,1,4
840,3,2,3,5,1,2,1,4
840,3,2,3,6,2,3,2,2
840,3,1,2,1,1,1,0,1
840,3,1,3,3,1,2,2,6
840,3,1,2,3,2,1,2,2
840,2,1,2,2,1,1,1,2
840,1,1,1,10,1,4,0,1
840,1,1,2,-2,1,1,0,1
840,1,1,1,2,1,1,1,1
840,1,1,1,1,1,2,2,1
840,3,1,2,1,2,3,1,6
840,2,1,2,1,1,1,2,1
840,3,1,3,4,1,2,2,5
840,2,1,2,6,1,3,2,7
840,3,3,4,1,1,2,1,1
840,3,1,3,5,2,2,1,3
840,-2,1,3,5,3,1,1,8
840,2,1,1,3,1,1,2,4
840,3,2,4,5,2,2,1,6
840,2,2,2,10,2,2,1,5
840,2,1,2,7,2,1,0,1
840,2,1,1,3,1,1,1,3
840,3,1,3,-2,-2,1,1,1
840,3,1,2,10,1,2,2,1
840,1,2,1,8,1,1,1,1
840,3,2,4,7,1,2,1,2
840,1,1,1,2,2,1,2,5
840,3,2,2,5,1,1,2,8
840,2,2,3,10,-2,2,1,10
840,2,1,2,8,1,2,1,6
840,2,2,1,5,2,2,2,2
840,3,2,3,6,2,2,2,6
840,3,1,2,6,2,-2,0,5
840,3,2,2,1,1,2,1,1
840,1,1,1,1,1,1,2,5
840,2,1,2,4,1,3,2,1
840,3,2,4,5,3,2,2,6
840,3,1,4,3,3,2,1,4
840,3,1,3,3,1,2,2,3
840,1,1,1,8,1,2,2,1
840,2,1,2,7,1,1,1,5
840,3,1,2,4,2,2,0,4
840,2,2,2,5,2,2,1,10
840,3,1,2,7,1,2,1,7
840,4,1,4,8,2,2,2,1
840,2,1,2,8,1,3,1,4
840,1,1,4,5,3,1,0,10
840,2,1,2,6,2,1,1,2
840,4,1,4,3,-2,4,1,1
840,3,1,4,5,3,2,1,5
840,2,3,2,8,1,1,1,7
840,2,1,2,5,1,2,1,7
840,3,3,3,4,3,2,1,2
840,-2,1,2,5,2,3,1,6
840,1,1,1,1,1,1,2,7
840,3,2,4,5,2,2,1,5
840,1,1,1,8,-2,1,2,10
840,2,1,2,5,2,2,1,6
840,2,1,3,5,2,2,1,5
840,3,3,2,4,3,2,0,5
840,3,1,2,8,2,3,2,5
840,2,1,1,9,3,2,1,5
840,1,1,2,10,2,2,0,8
840,2,2,2,9,1,2,0,6
840,4,1,4,5,-2,3,1,5
840,2,2,1,10,1,1,1,6
840,2,1,2,6,-2,2,1,5
840,2,1,1,4,1,1,2,5
840,2,1,1,3,1,2,2,4
840,3,3,3,4,2,1,2,4
840,3,1,1,8,1,2,0,9
840,3,1,3,3,2,2,1,4
840,3,1,3,10,1,1,1,5
840,2,1,2,5,2,4,2,5
840,3,2,3,5,2,2,1,5
840,2,1,2,5,2,2,-2,5
840,2,1,2,5,1,1,1,3
840,3,1,2,6,1,1,1,2
840,3,1,2,4,2,3,1,4
840,2,1,1,9,1,2,0,10
840,2,3,2,9,-2,1,2,7
840,3,2,3,7,1,2,1,5
840,2,1,2,8,2,1,1,1
840,3,1,2,8,3,2,1,6
840,2,1,2,6,1,3,1,1
840,2,3,2,8,1,2,0,3
840,3,1,3,-2,1,2,-2,5
840,2,1,1,9,-2,1,1,1
840,3,1,3,4,2,2,2,5
840,-2,1,3,5,2,2,1,5
840,1,1,2,6,1,1,1,6
840,4,3,4,7,-2,3,1,5
840,3,2,3,1,2,3,1,5
840,3,1,1,10,1,3,0,1
840,3,1,2,6,2,2,1,7
840,3,1,3,6,2,2,1,5
840,1,1,2,5,1,3,1,5
840,2,1,2,9,1,1,1,5
840,3,2,4,5,2,2,1,5
840,2,1,2,5,1,3,1,5
840,3,1,2,5,1,1,1,4
840,3,1,2,7,2,2,1,7
840,2,2,2,5,2,1,1,8
840,2,1,4,5,-2,3,1,3
840,2,1,2,2,1,4,2,8
840,2,1,2,7,2,3,1,3
840,3,3,3,9,-2,3,2,6
840,3,1,3,5,-2,2,1,5
840,2,1,3,5,2,3,1,5
840,2,1,3,7,-2,1,1,6
840,3,1,2,7,1,2,2,4
840,2,2,3,5,2,2,2,5
840,4,2,4,5,-2,3,1,1
840,3,2,4,6,2,1,1,10
840,3,3,2,3,1,3,0,5
840,4,2,4,3,-2,2,1,5
840,2,1,2,8,2,3,1,8
840,1,1,1,5,1,1,1,1
840,2,1,2,5,-2,3,2,5
840,2,1,3,5,1,2,1,6
840,2,2,2,10,2,4,2,3
840,2,1,2,5,2,1,1,4
840,3,2,3,6,2,2,2,7
840,3,1,2,5,1,1,1,3
840,3,2,3,6,2,2,1,5
840,3,1,3,4,1,3,2,2
840,4,2,3,7,3,2,1,5
840,2,2,3,7,2,1,1,5
840,3,1,2,5,2,3,1,1
840,2,1,2,1,1,1,0,1
840,3,2,3,5,2,2,1,5
840,3,2,2,8,3,1,2,4
840,2,1,3,3,1,2,1,5
840,3,1,3,5,-2,2,1,5
840,4,3,4,5,-2,2,1,5
840,3,1,3,6,1,2,1,6
840,2,1,2,3,2,4,1,1
840,3,2,3,5,2,3,2,4
840,2,2,2,5,3,2,1,5
840,1,2,1,5,-2,2,1,5
840,2,1,2,7,2,1,1,5
840,3,1,2,7,1,1,2,8
840,3,1,2,5,1,-1,1,5
840,4,1,3,10,2,4,0,6
840,2,2,2,8,2,2,1,5
840,4,2,4,6,-2,2,1,4
840,4,2,3,5,-2,2,1,6
840,2,1,3,7,-2,2,1,5
840,3,2,3,5,-2,2,1,6
840,3,3,3,5,2,2,1,4
840,3,1,4,5,1,3,1,3
840,3,2,3,5,1,2,1,-2
840,2,1,2,8,3,1,0,5
840,2,1,2,7,1,3,2,5
840,2,1,2,-1,3,1,2,6
840,3,1,3,8,-2,4,2,6
840,3,1,2,10,1,3,1,2
840,2,2,3,10,2,2,2,4
840,3,1,2,9,2,1,2,5
840,2,1,1,7,1,2,1,5
840,3,2,4,5,2,3,1,5
840,3,3,2,5,-2,3,1,5
840,2,1,2,1,2,2,0,6
840,2,1,2,3,2,2,1,4
840,3,1,2,10,1,1,2,1
840,3,2,3,8,3,3,1,4
840,3,3,3,7,-2,3,1,6
840,2,2,3,5,2,2,2,7
840,2,1,1,7,2,1,2,8
840,3,1,3,7,2,1,2,3
840,3,1,3,10,2,2,1,2
840,2,2,3,5,2,2,1,-2
840,2,1,2,4,1,2,1,5
840,3,1,4,5,-2,2,1,5
840,2,1,2,7,1,1,2,8
840,2,1,2,5,1,2,1,3
840,3,1,3,5,1,2,1,5
840,2,2,2,5,-2,2,1,5
840,2,1,2,2,1,1,1,1
840,2,1,1,10,1,-2,2,8
840,2,1,2,5,2,3,2,4
840,3,2,2,5,2,2,1,5
840,2,1,2,1,1,1,1,3
840,3,1,4,4,2,2,1,1
840,2,2,2,10,1,4,0,7
840,4,3,2,5,3,3,1,7
840,2,2,2,-2,-2,2,1,2
840,2,1,2,5,2,3,2,5
840,2,1,1,7,1,1,1,8
840,3,3,3,8,1,3,1,5
840,3,3,3,5,3,2,2,5
840,2,2,3,5,2,2,1,5
840,3,1,2,6,1,3,1,1
840,3,1,1,1,1,1,2,1
840,4,3,4,1,2,2,0,1
840,2,2,2,-2,2,2,2,2
840,2,2,2,7,1,2,1,5
840,2,2,2,9,2,3,0,7
840,2,1,2,5,3,2,2,5
840,2,1,2,8,1,2,2,5
840,2,2,2,5,3,1,1,6
840,2,1,2,8,2,2,0,7
840,2,1,2,4,-2,2,1,4
840,1,2,2,7,2,3,1,6
840,3,2,2,5,-2,1,1,7
840,3,2,3,10,2,-2,1,3
840,3,1,3,9,1,2,0,5
840,1,1,2,5,1,2,1,5
840,4,2,2,6,2,3,0,4
840,2,2,2,5,1,2,2,1
840,4,3,4,5,2,2,1,6
840,2,2,3,3,2,3,2,4
840,1,2,3,6,2,2,1,5
840,2,1,3,10,3,4,1,5
840,3,2,3,8,3,4,1,4
840,4,2,2,4,2,3,1,3
840,2,1,1,9,2,1,2,8
840,2,1,1,8,2,1,2,3
840,3,1,3,5,3,3,2,5
840,4,2,4,7,2,1,1,6
840,2,2,2,7,1,1,0,9
840,3,3,2,1,-2,2,1,1
840,1,-2,4,10,3,1,-2,6
840,2,3,4,5,-2,2,1,5
840,2,1,2,5,1,2,1,1
840,3,2,3,1,2,2,1,4
840,2,2,2,1,2,1,1,4
840,2,2,2,1,2,2,1,5
840,3,1,3,3,1,2,1,5
840,2,1,3,7,3,1,0,8
840,2,1,3,1,1,2,1,3
840,3,2,3,5,2,2,2,5
840,2,2,2,5,-2,2,1,5
840,3,2,3,5,2,2,2,5
840,2,1,2,9,1,2,1,6
840,3,3,3,5,-2,3,1,8
840,3,1,3,3,1,2,1,2
840,3,3,3,6,3,2,1,6
840,1,2,2,5,2,1,1,5
840,3,2,4,7,2,3,1,5
840,1,2,1,5,2,-2,1,4
840,3,-2,2,7,3,1,2,2
840,3,1,2,5,-2,1,-2,6
840,2,1,2,8,2,3,1,6
840,2,1,2,5,2,2,2,5
840,4,1,4,5,3,2,1,4
840,3,2,3,5,2,2,1,5
840,3,2,3,6,2,2,1,4
840,3,1,2,1,1,2,1,1
840,2,1,2,6,1,1,1,5
840,3,3,4,5,3,3,2,6
840,2,2,2,6,1,1,1,6
840,2,1,2,5,-2,2,1,5
840,2,1,2,6,2,2,1,6
840,2,2,2,8,-2,2,0,3
840,3,2,3,7,2,2,1,5
840,2,1,1,1,1,1,2,1
840,3,1,2,10,1,2,2,3
840,2,1,1,1,1,2,2,1
840,2,1,2,6,1,1,2,4
840,3,3,3,5,-2,2,2,2
840,2,1,2,6,3,1,1,2
840,2,1,2,5,1,3,2,8
840,2,1,2,5,1,2,2,5
840,1,1,1,1,1,1,2,1
840,3,1,3,6,3,2,1,4
840,2,1,2,-2,1,1,2,5
840,1,2,2,8,2,3,1,7
840,2,1,2,8,1,2,2,5
840,3,3,4,4,-2,2,1,6
840,2,1,2,5,1,3,1,4
840,2,2,2,3,1,2,1,4
840,2,2,2,8,2,2,0,7
840,3,2,3,-2,2,-2,1,4
840,3,2,3,6,2,2,1,6
840,3,2,3,6,2,2,1,6
840,3,1,3,4,1,2,2,5
840,1,3,2,7,3,4,1,7
840,1,1,1,6,1,1,1,4
840,2,1,2,7,1,2,0,5
840,3,1,3,5,1,2,-2,4
840,3,1,2,5,2,2,0,7
840,3,1,3,6,3,3,0,7
840,2,3,3,3,2,2,0,1
840,3,3,3,5,3,2,0,1
840,3,-2,-2,6,3,2,1,7
840,3,1,2,7,1,2,2,7
840,2,1,1,8,1,1,1,2
840,3,1,2,5,-2,3,1,6
840,3,1,2,3,1,2,0,2
840,3,2,2,7,2,2,1,8
840,2,1,2,9,1,1,0,5
840,3,2,2,7,2,2,1,5
840,3,1,2,5,3,2,2,1
840,3,2,2,5,-2,2,1,5
840,2,-2,1,8,1,1,1,7
840,3,2,4,6,2,3,2,6
840,2,1,2,8,2,2,1,1
840,2,2,2,5,1,2,1,7
840,3,1,3,3,1,2,1,3
840,1,1,1,9,1,2,2,8
840,4,1,3,5,2,2,0,5
840,2,1,1,9,1,3,2,1
840,3,2,2,6,2,3,2,7
840,2,3,3,7,-2,4,1,1
840,4,2,3,7,-2,2,2,7
840,2,1,2,1,1,1,1,1
840,3,1,2,3,2,1,2,4
840,2,1,2,8,1,1,2,6
840,2,1,1,2,1,1,1,2
840,4,3,2,7,3,2,0,7
840,3,1,1,1,2,2,2,7
840,3,1,3,3,2,2,0,6
840,2,1,2,8,1,1,2,6
840,2,1,2,5,2,1,2,2
840,3,1,2,6,1,1,0,2
840,2,1,3,10,1,1,1,6
840,1,3,4,2,3,3,0,8
840,1,1,1,10,1,2,1,7
840,2,2,1,9,1,1,0,1
840,3,1,3,3,2,2,1,7
840,2,2,2,5,2,1,1,1
840,2,1,2,1,1,2,1,2
840,3,1,4,5,2,3,1,4
840,3,2,3,5,3,3,1,4
840,2,2,4,5,2,2,1,4
840,2,1,3,6,2,2,1,5
840,3,1,3,5,2,1,1,1
840,2,1,1,5,3,1,2,1
840,1,1,2,1,3,1,1,1
840,2,3,3,6,3,2,2,5
840,3,1,2,5,2,4,2,7
840,2,1,2,4,1,1,2,5
840,3,2,3,5,2,1,1,5
840,1,2,1,7,2,1,1,8
840,3,2,3,5,3,2,0,8
840,2,1,2,10,1,1,1,5
840,3,1,2,7,1,2,2,6
840,2,2,2,5,2,2,0,4
840,1,1,2,5,1,2,1,5
840,2,1,4,3,1,2,2,1
840,2,2,2,8,2,2,1,7
840,3,2,2,7,2,2,1,5
840,2,1,2,6,1,3,1,6
840,2,1,2,7,3,2,0,4
840,4,2,3,5,2,2,1,5
840,2,1,2,5,2,1,2,4
840,3,1,2,4,2,1,1,7
840,1,1,1,2,1,1,2,3
840,1,1,1,5,1,1,2,8
840,2,1,2,6,1,1,1,3
840,3,2,3,5,2,1,1,3
840,2,1,2,5,1,4,1,8
840,3,1,3,9,1,2,1,3
840,2,1,2,5,1,2,2,6
840,2,1,1,5,1,1,2,4
840,2,1,2,5,1,1,1,1
840,3,1,2,5,1,2,1,4
840,2,1,2,2,2,2,2,7
840,2,1,2,6,1,2,1,6
840,3,2,2,4,1,2,1,5
840,3,1,3,7,-2,2,1,5
840,2,1,2,8,1,2,1,7
840,3,1,2,4,1,1,1,7
840,2,1,2,5,2,2,2,-2
840,2,1,1,5,1,1,1,1
840,3,1,3,5,1,2,1,3
840,4,2,3,5,-2,3,1,8
840,3,1,3,8,2,2,1,4
840,2,1,2,8,1,2,1,6
840,3,1,2,7,1,2,1,4
840,2,1,2,7,2,2,1,2
840,3,2,3,7,2,2,1,6
840,2,1,1,7,1,2,2,4
840,3,1,3,5,1,2,2,5
840,3,1,3,9,2,3,1,3
840,3,2,2,5,1,2,1,10
840,2,1,1,8,1,2,0,6
840,2,1,2,7,2,1,1,2
840,2,2,2,8,2,-2,1,3
840,3,1,2,7,1,1,2,4
840,2,3,2,7,3,2,2,7
840,2,1,2,4,1,1,1,4
840,3,3,4,3,2,2,1,7
840,2,2,-2,6,-2,2,1,4
840,2,1,2,7,1,2,1,5
840,3,2,2,1,2,2,1,6
840,2,1,1,8,1,3,0,5
840,3,1,2,7,-2,1,2,6
840,1,1,1,5,1,2,1,1
840,2,1,1,6,1,2,1,6
840,2,-2,3,5,1,3,1,5
840,2,1,2,8,1,1,0,5
840,3,1,2,4,3,4,2,5
840,3,1,3,-2,1,3,2,6
840,2,1,2,8,2,2,1,8
840,1,1,1,9,1,1,2,2
840,2,1,1,7,1,2,0,6
840,3,2,2,4,2,2,2,4
840,3,1,4,2,1,2,1,6
840,3,1,2,-2,2,-2,-2,-2
840,1,1,1,1,1,1,1,1
840,3,1,3,5,2,4,2,1
840,3,3,3,5,2,2,1,5
840,2,1,3,1,1,1,2,1
840,2,1,1,1,1,1,2,1
